Sport,Year,Rank,Team,5-Star,4-Star,3-Star,Total Commits,Avg Rating,Avg NIL,Score
Basketball,2021,150,Professional,0,0,0,1,80,-,76.23
Basketball,2021,151,Hawaii,0,0,0,1,80,-,76.23
Basketball,2021,152,Purdue Fort Wayne,0,0,0,1,80,-,76.23
Basketball,2021,153,Indiana State,0,0,0,1,80,-,76.23
Basketball,2021,154,Rhode Island,0,0,0,1,80,-,76.23
Basketball,2021,155,Ohio,0,0,0,1,80,$8.2K,76.23
Basketball,2021,156,North Central College,0,0,0,1,80,-,76.23
Basketball,2021,157,Oakland,0,0,0,1,80,-,76.23
Basketball,2021,158,Oral Roberts,0,0,0,1,80,-,76.23
Basketball,2021,159,Northern Kentucky,0,0,0,1,80,-,76.23
Basketball,2021,160,Northern Colorado,0,0,0,1,80,-,76.23
Basketball,2021,161,Lehigh,0,0,0,1,80,-,76.23
Basketball,2021,162,Kent State,0,0,0,1,80,$8.9K,76.23
Basketball,2021,163,Loyola Chicago,0,0,0,1,80,-,76.23
Basketball,2021,164,Elon,0,0,0,1,80,-,76.23
Basketball,2021,165,Davidson,0,0,0,1,80,-,76.23
Basketball,2021,166,Eastern Washington,0,0,0,1,80,-,76.23
Basketball,2021,167,Eastern Michigan,0,0,0,1,80,$9.1K,76.23
Basketball,2021,168,Evansville,0,0,0,1,80,-,76.23
Basketball,2021,169,Dartmouth,0,0,0,1,80,-,76.23
Basketball,2021,170,Saint Joseph's,0,0,0,1,80,-,76.23
Basketball,2021,171,Sam Houston State,0,0,0,1,80,-,76.23
Basketball,2021,172,Southern Illinois,0,0,0,1,80,-,76.23
Basketball,2021,173,Massachusetts,0,0,0,1,80,-,76.23
Basketball,2021,174,San Diego State,0,0,0,1,80,$11K,76.23
Basketball,2021,175,San Francisco,0,0,0,1,80,-,76.23
Basketball,2021,176,Saint Mary's,0,0,0,1,80,-,76.23
Basketball,2021,177,San Jose State,0,0,0,1,80,-,76.23
Basketball,2021,178,St. John Fisher,0,0,0,1,80,$36K,76.23
Basketball,2021,179,St. Bonaventure,0,0,0,1,80,-,76.23
Basketball,2021,180,Stetson,0,0,0,1,80,-,76.23
Basketball,2021,181,St. Thomas,0,0,0,1,80,-,76.23
Basketball,2021,182,Mount St. Mary's,0,0,0,1,80,-,76.23
Basketball,2021,183,South Dakota State,0,0,0,1,80,$19.1K,76.23
Basketball,2021,184,South Dakota,0,0,0,1,80,-,76.23
Basketball,2021,185,New Mexico State,0,0,0,1,80,-,76.23
Basketball,2021,186,Montana State,0,0,0,1,80,-,76.23
Basketball,2021,187,Furman,0,0,0,1,80,-,76.23
Basketball,2021,188,Fresno State,0,0,0,1,80,-,76.23
Basketball,2021,189,Grand Canyon,0,0,0,1,80,-,76.23
Basketball,2021,190,FIU,0,0,0,1,80,$7.1K,76.23
Basketball,2021,191,Bucknell,0,0,0,1,80,-,76.23
Basketball,2021,192,Bradley,0,0,0,1,80,$9.9K,76.23
Basketball,2021,193,VMI,0,0,0,1,80,-,76.23
Basketball,2021,194,Boston University,0,0,0,1,80,-,76.23
Basketball,2021,195,USF,0,0,0,1,80,-,76.23
Basketball,2021,196,Utah Valley,0,0,0,1,80,-,76.23
Basketball,2021,197,Utah,0,0,0,1,80,$11.4K,76.23
Basketball,2021,198,Utah State,0,0,0,1,80,-,76.23
Basketball,2021,199,Brown,0,0,0,1,80,$8.7K,76.23
Basketball,2021,200,The Citadel,0,0,0,1,80,-,76.23
Basketball,2021,201,Coastal Carolina,0,0,0,1,80,-,76.23
Basketball,2021,202,TCU,0,0,0,1,80,$9.3K,76.23
Basketball,2021,203,Texas Southern,0,0,0,1,80,$788K,76.23
Basketball,2021,204,Toledo,0,0,0,1,80,$8.4K,76.23
Basketball,2021,205,Columbia,0,0,0,1,80,-,76.23
Basketball,2021,206,Central Michigan,0,0,0,1,80,$221K,76.23
Basketball,2021,207,Concordia,0,0,0,1,80,-,76.23
Basketball,2021,208,UC San Diego,0,0,0,1,80,-,76.23
