Sport,Year,Rank,Team,5-Star,4-Star,3-Star,Total Commits,Avg Rating,Avg NIL,Score
Football,2023,42,Arizona,0,2,23,26,85.38,$14.1K,86.301
Football,2023,43,Minnesota,0,1,20,21,85.93,$56K,86.224
Football,2023,44,Iowa State,0,1,21,24,85.29,$38K,86.214
Football,2023,45,Stanford,0,0,18,19,86.2,$13.6K,86.195
Football,2023,46,Wisconsin,0,2,14,16,86.56,$13.8K,86.193
Football,2023,47,Maryland,0,3,22,26,85.28,$69K,86.176
Football,2023,48,Arizona State,0,1,19,21,85.51,$15.2K,86.007
Football,2023,49,Northwestern,0,1,16,18,86,$82K,85.964
Football,2023,50,West Virginia,0,2,17,19,85.91,$16.7K,85.912
Football,2023,51,Pittsburgh,0,1,18,19,85.86,$77K,85.864
Football,2023,52,Vanderbilt,0,1,21,22,85.25,$23K,85.771
Football,2023,53,Oregon State,0,2,16,19,85.73,$15.1K,85.725
Football,2023,54,UTSA,0,0,21,21,85.15,$9.2K,85.68
Football,2023,55,Oklahoma State,0,0,19,23,84.3,$9.5K,85.249
Football,2023,56,Houston,0,3,14,20,84.97,$17.6K,85.228
Football,2023,57,Wake Forest,0,1,18,20,84.87,$56K,85.126
Football,2023,58,Rutgers,0,0,20,20,84.79,$38K,85.112
Football,2023,59,Indiana,0,0,15,15,85.78,$50K,85.107
Football,2023,60,Duke,0,0,26,26,84.58,$11.7K,85.066
Football,2023,61,Boston College,0,0,17,18,84.9,$11.1K,84.855
Football,2023,62,Cincinnati,0,0,12,12,86.95,$44K,84.791
Football,2023,63,Georgia Tech,0,0,20,21,84.45,$121K,84.78
Football,2023,64,Washington State,0,0,23,23,84.23,$9.7K,84.715
Football,2023,65,Purdue,0,0,15,15,85.32,$88K,84.654
Football,2023,66,Memphis,0,0,22,27,83.2,$10.9K,84.419
Football,2023,67,Virginia,0,0,20,21,84.11,$50K,84.41
Football,2023,68,BYU,0,1,15,22,83.54,$131K,84.102
Football,2023,69,SMU,0,0,16,16,84.36,$10.7K,83.99
Football,2023,70,Kansas,0,0,13,15,84.55,$11.3K,83.881
Football,2023,71,California,0,1,11,12,85.92,$28K,83.76
Football,2023,72,Boise State,0,0,22,22,82.99,$8.2K,83.676
Football,2023,73,Colorado State,0,1,24,28,82.58,$10.5K,83.531
Football,2023,74,East Carolina,0,1,18,26,82.52,$11.4K,83.453
Football,2023,75,Syracuse,0,0,16,16,83.8,$11.3K,83.43
Football,2023,76,Tulane,0,0,20,21,83.09,$163K,83.429
Football,2023,77,Fresno State,0,0,18,20,83.07,$10.5K,83.232
Football,2023,78,Temple,0,0,24,29,81.9,$49K,82.89
Football,2023,79,USF,0,0,15,18,82.92,$12.2K,82.879
Football,2023,80,Florida Atlantic,0,0,19,20,82.57,$7.6K,82.715
Football,2023,81,Arkansas State,0,0,21,23,82.1,$35K,82.645
Football,2023,82,San Diego State,0,0,14,19,82.6,$66K,82.604
Football,2023,83,Buffalo,0,0,23,23,81.75,$6.7K,82.494
Football,2023,84,Appalachian State,0,0,18,20,82.3,$37K,82.451
Football,2023,85,UAB,0,0,16,23,81.99,$68K,82.446
Football,2023,86,South Alabama,0,0,15,16,82.71,$10.7K,82.341
Football,2023,87,FIU,0,0,18,20,81.9,$13.2K,81.996
Football,2023,88,Eastern Michigan,0,0,19,22,81.54,$10.7K,81.945
Football,2023,89,Troy,0,0,21,27,81.27,$10.2K,81.832
Football,2023,90,Southern Miss,0,0,17,23,81.38,$8.8K,81.815
Football,2023,91,Rice,0,0,20,25,81.28,$10.5K,81.754
Football,2023,92,Central Michigan,0,0,21,23,81.14,$7.3K,81.751
Football,2023,93,Louisiana,0,0,20,24,81.23,$13.9K,81.732
Football,2023,94,Sam Houston State,0,0,17,24,81.33,$6.9K,81.674
Football,2023,95,Liberty,0,0,12,20,81.56,$11.3K,81.637
Football,2023,96,Utah State,0,0,9,26,81.06,$7.7K,81.453
Football,2023,97,Texas State,0,0,12,14,82.51,$9.8K,81.447
Football,2023,98,Coastal Carolina,0,0,8,17,81.49,$9.7K,81.326
Football,2023,99,Louisiana Tech,0,0,15,22,81.13,$10K,81.319
Football,2023,100,Nevada,0,0,13,19,81.28,$26K,81.283
Football,2023,101,Ohio,0,0,15,25,80.73,$7.4K,81.191
Football,2023,102,Georgia Southern,0,0,17,23,80.91,$9.9K,81.184
Football,2023,103,Charlotte,0,0,8,18,81.17,$10.3K,81.125
Football,2023,104,Toledo,0,0,13,17,81.25,$8.7K,81.089
Football,2023,105,New Mexico State,0,0,19,33,80.56,$6.3K,81.026
Football,2023,106,Old Dominion,0,0,12,27,80.67,$7.1K,80.957
Football,2023,107,Western Michigan,0,0,13,18,80.95,$9.1K,80.911
Football,2023,108,Hawaii,0,0,9,26,80.64,$8.4K,80.901
Football,2023,109,Northern Illinois,0,0,17,26,80.56,$15.8K,80.863
Football,2023,110,Louisiana-Monroe,0,0,17,24,80.55,$10.7K,80.834
Football,2023,111,UTEP,0,0,8,34,80.45,$8.9K,80.813
Football,2023,112,UNLV,0,0,5,19,80.81,$21K,80.808
Football,2023,113,Ball State,0,0,15,21,80.57,$6.4K,80.706
Football,2023,114,Army,0,0,17,47,80.25,$9.6K,80.683
Football,2023,115,Tulsa,0,0,10,17,80.8,$9.8K,80.641
Football,2023,116,James Madison,0,0,15,21,80.47,$10.1K,80.623
Football,2023,117,Jacksonville State,0,0,6,25,80.42,$32K,80.557
Football,2023,118,Wyoming,0,0,11,18,80.55,$10.2K,80.508
Football,2023,119,Miami (OH),0,0,15,18,80.53,$9K,80.493
Football,2023,120,Princeton,0,0,4,18,80.53,$10.2K,80.489
Football,2023,121,Air Force,0,0,23,54,80.09,$8.5K,80.44
Football,2023,122,Navy,0,0,13,30,80.16,$8.7K,80.382
Football,2023,123,Campbell,0,0,4,20,80.34,$9.3K,80.363
Football,2023,124,Akron,0,0,14,18,80.3,$27K,80.257
Football,2023,125,Georgia State,0,0,11,14,81.31,$11.4K,80.25
Football,2023,126,Idaho,0,0,3,21,80.2,$152K,80.217
Football,2023,127,San Jose State,0,0,9,17,80.37,$8.5K,80.209
Football,2023,128,Portland State,0,0,3,17,80.31,$8.2K,80.15
Football,2023,129,Bowling Green,0,0,7,16,80.5,$7.8K,80.131
Football,2023,130,Connecticut,0,0,11,15,80.8,$9.9K,80.13
Football,2023,131,Middle Tennessee State,0,0,9,16,80.48,$7.3K,80.114
Football,2023,132,Marshall,0,0,9,14,81.15,$10.7K,80.086
Football,2023,133,Kent State,0,0,9,18,80.1,$7.3K,80.059
Football,2023,134,Western Kentucky,0,0,6,14,81.03,$8.6K,79.969
Football,2023,135,North Dakota State,0,0,1,17,80.1,$7.3K,79.934
Football,2023,136,New Mexico,0,0,4,16,80.27,$114K,79.9
Football,2023,137,North Texas,0,0,7,12,81.98,$9.5K,79.827
Football,2023,138,Jackson State,0,0,8,12,81.59,$11.2K,79.438
Football,2023,139,Grand Valley State,0,0,1,13,80.23,$8.9K,78.675
Football,2023,140,Stephen F. Austin,0,0,1,11,80.1,$6.4K,77.233
Football,2023,141,Montana State,0,0,0,10,80,$6.7K,76.294
Football,2023,142,Harvard,0,0,3,9,80.78,$9.2K,76.105
Football,2023,143,Massachusetts,0,0,6,8,81.13,$11.3K,75.34
Football,2023,144,Northern Arizona,0,0,0,9,80,$133K,75.324
Football,2023,145,Ferris State,0,0,0,9,80,-,75.324
Football,2023,146,Yale,0,0,1,8,80.14,$14K,74.349
Football,2023,147,Pennsylvania,0,0,1,8,80.13,$364K,74.333
Football,2023,148,Eastern Washington,0,0,0,8,80,-,74.207
Football,2023,149,Northern Iowa,0,0,2,8,79.81,$10.3K,74.019
Football,2023,150,Holy Cross,0,0,0,7,80,$6.3K,72.926
Football,2023,151,Missouri State University,0,0,0,7,80,$8.2K,72.926
Football,2023,152,Villanova,0,0,0,7,80,$7.7K,72.926
Football,2023,153,Cal Poly,0,0,0,7,80,$131K,72.926
Football,2023,154,Western Carolina,0,0,2,6,81.01,$28K,72.472
Football,2023,155,Sacramento State,0,0,1,6,80.52,$6.7K,71.979
Football,2023,156,Montana,0,0,1,6,80.45,$5.1K,71.904
Football,2023,157,Weber State,0,0,1,6,80.08,$6.4K,71.541
Football,2023,158,Kennesaw State,0,0,0,6,80,$13.5K,71.458
Football,2023,159,Delaware,0,0,0,6,80,$7.6K,71.458
Football,2023,160,Saint Francis (PA),0,0,0,6,80,$21K,71.458
Football,2023,161,San Diego,0,0,0,6,80,$6.3K,71.458
Football,2023,162,South Dakota State,0,0,0,6,80,$6.7K,71.458
Football,2023,163,Florida A&M,0,0,2,5,81.44,$16.7K,71.212
Football,2023,164,Houston Christian,0,0,2,5,80.97,$10.3K,70.748
Football,2023,165,Eastern Illinois,0,0,1,5,80.91,$10.2K,70.683
Football,2023,166,Incarnate Word,0,0,1,5,80.7,$8K,70.475
Football,2023,167,Tennessee Tech,0,0,1,5,80.3,-,70.073
Football,2023,168,Wofford,0,0,1,5,80.28,$9.4K,70.05
Football,2023,169,North Dakota,0,0,0,5,80,$10.4K,69.773
Football,2023,170,Saginaw Valley State,0,0,0,5,80,-,69.773
Football,2023,171,UC Davis,0,0,0,5,80,-,69.773
Football,2023,172,Colgate,0,0,0,5,80,-,69.773
Football,2023,173,Central Arkansas,0,0,0,5,80,-,69.773
Football,2023,174,Austin Peay,0,0,1,4,81.54,$5.3K,69.367
Football,2023,175,The Citadel,0,0,1,4,80.66,$10.9K,68.483
Football,2023,176,West Florida,0,0,1,3,82.84,$16K,68.378
Football,2023,177,Alcorn State,0,0,1,4,80.41,$13.4K,68.233
Football,2023,178,Howard,0,0,1,4,80.38,$11.2K,68.199
Football,2023,179,South Dakota,0,0,1,4,80.35,$7K,68.17
Football,2023,180,Bethune-Cookman,0,0,1,4,80.27,$10.2K,68.089
Football,2023,181,Monmouth,0,0,1,4,80.19,-,68.011
Football,2023,182,Abilene Christian,0,0,0,4,80,$6.8K,67.824
Football,2023,183,Youngstown State,0,0,0,4,80,$14.4K,67.824
Football,2023,184,Western Illinois,0,0,0,4,80,-,67.824
Football,2023,185,Western Oregon,0,0,0,4,80,-,67.824
Football,2023,186,Prairie View A&M,0,0,0,4,80,$6.9K,67.824
Football,2023,187,Idaho State,0,0,0,4,80,-,67.824
Football,2023,188,Illinois State,0,0,0,4,80,$11.7K,67.824
Football,2023,189,Indiana State,0,0,0,4,80,$10.1K,67.824
Football,2023,190,Rhode Island,0,0,0,4,80,$13.1K,67.824
Football,2023,191,Northwestern State,0,0,0,4,80,$6K,67.824
Football,2023,192,North Carolina A&T,0,0,0,4,80,$6.4K,67.824
Football,2023,193,North Carolina Central,0,0,0,4,80,$16.1K,67.824
Football,2023,194,Lamar,0,0,0,4,80,$6.4K,67.824
Football,2023,195,Elon,0,0,0,4,80,-,67.824
Football,2023,196,Maine,0,0,0,4,80,$5.2K,67.824
Football,2023,197,Southern Illinois,0,0,0,4,80,$8.8K,67.824
Football,2023,198,Southern Utah,0,0,0,4,80,$15.3K,67.824
Football,2023,199,Georgetown,0,0,0,4,80,$6.5K,67.824
Football,2023,200,Bucknell,0,0,0,4,80,-,67.824
Football,2023,201,Wayne State,0,0,0,4,80,$6.3K,67.824
Football,2023,202,Brown,0,0,0,4,80,$7K,67.824
Football,2023,203,Tennessee State,0,0,0,4,80,$9.1K,67.824
Football,2023,204,McNeese State,0,0,1,3,81.74,$9.2K,67.278
Football,2023,205,Utah Tech,0,0,1,3,81.22,-,66.753
Football,2023,206,Chattanooga,0,0,1,3,80.21,$12.7K,65.749
Football,2023,207,Murray State,0,0,1,3,80.01,$15K,65.544
Football,2023,208,Albany,0,0,0,3,80,-,65.537
Football,2023,209,East Tennessee State,0,0,0,3,80,$7.6K,65.537
Football,2023,210,Dartmouth,0,0,0,3,80,$6.3K,65.537
Football,2023,211,Mercer,0,0,0,3,80,$346K,65.537
Football,2023,212,Sacred Heart,0,0,0,3,80,$6.1K,65.537
Football,2023,213,North Alabama,0,0,0,3,80,$10.7K,65.537
Football,2023,214,Morgan State,0,0,0,3,80,$6.4K,65.537
Football,2023,215,Fordham,0,0,0,3,80,-,65.537
Football,2023,216,Valparaiso,0,0,0,3,80,$10.3K,65.537
Football,2023,217,Charleston Southern,0,0,0,3,80,$16K,65.537
Football,2023,218,Texas-Permian Basin,0,0,0,3,80,-,65.537
Football,2023,219,Central Washington,0,0,0,3,80,-,65.537
Football,2023,-,Southern University,0,0,2,2,83.19,$16.4K,65.961
Football,2023,-,Tarleton State,0,0,1,2,81.98,$6.9K,64.754
Football,2023,-,Eastern Kentucky,0,0,1,2,80.26,$6.5K,63.035
Football,2023,-,Lincoln University,0,0,0,2,80,-,62.773
Football,2023,-,Virginia Union,0,0,0,2,80,-,62.773
Football,2023,-,Lehigh,0,0,0,2,80,-,62.773
Football,2023,-,UNC Pembroke,0,0,0,2,80,$6.7K,62.773
Football,2023,-,Colorado State Pueblo,0,0,0,2,80,-,62.773
Football,2023,-,Central Missouri State,0,0,0,2,80,-,62.773
Football,2023,-,Carson Newman College,0,0,0,2,80,$6.7K,62.773
Football,2023,-,Texas Southern,0,0,0,2,80,-,62.773
Football,2023,-,East Texas A&M Commerce,0,0,0,2,80,-,62.773
Football,2023,-,Gardner-Webb,0,0,0,2,80,-,62.773
Football,2023,-,Grambling State,0,0,0,2,80,$5.5K,62.773
Football,2023,-,New Hampshire,0,0,0,2,80,-,62.773
Football,2023,-,Southeast Missouri State,0,0,0,2,80,-,62.773
Football,2023,-,Shorter,0,0,0,2,80,$6.8K,62.773
Football,2023,-,Stony Brook,0,0,0,2,80,$7.6K,62.773
Football,2023,-,Davenport,0,0,0,2,80,-,62.773
Football,2023,-,Cornell,0,0,0,2,80,-,62.773
Football,2023,-,Davidson,0,0,0,2,80,-,62.773
Football,2023,-,Lafayette,0,0,0,2,80,-,62.773
Football,2023,-,Richmond,0,0,0,2,80,-,62.773
Football,2023,-,Presbyterian,0,0,0,2,80,-,62.773
Football,2023,-,Ashland University,0,0,0,2,80,-,62.773
Football,2023,-,Arkansas-Pine Bluff,0,0,1,1,85.47,$13K,64.669
Football,2023,-,Duquesne,0,0,1,1,81.5,$6.4K,60.694
Football,2023,-,Furman,0,0,1,1,80.89,$16.1K,60.081
Football,2023,-,Midwestern State,0,0,1,1,80.84,-,60.031
Football,2023,-,Alabama A&M,0,0,0,1,80,$10.7K,59.194
Football,2023,-,Valdosta State,0,0,0,1,80,-,59.194
Football,2023,-,Southwest Minnesota State,0,0,0,1,80,-,59.194
Football,2023,-,Stetson,0,0,0,1,80,-,59.194
Football,2023,-,St. Thomas University,0,0,0,1,80,$17.8K,59.194
Football,2023,-,South Carolina State,0,0,0,1,80,-,59.194
Football,2023,-,MIT,0,0,0,1,80,-,59.194
Football,2023,-,Montana Tech,0,0,0,1,80,-,59.194
Football,2023,-,Shepherd,0,0,0,1,80,-,59.194
Football,2023,-,New Haven,0,0,0,1,80,-,59.194
Football,2023,-,California (PA),0,0,0,1,80,-,59.194
Football,2023,-,West Georgia,0,0,0,1,80,-,59.194
Football,2023,-,Minnesota State Mankato,0,0,0,1,80,-,59.194
Football,2023,-,Washburn,0,0,0,1,80,-,59.194
Football,2023,-,Black Hills State,0,0,0,1,80,-,59.194
Football,2023,-,Virginia State,0,0,0,1,80,-,59.194
Football,2023,-,Butler,0,0,0,1,80,-,59.194
Football,2023,-,Bryant University,0,0,0,1,80,-,59.194
Football,2023,-,Columbia,0,0,0,1,80,-,59.194
Football,2023,-,Central Oklahoma,0,0,0,1,80,-,59.194
Football,2023,-,Tusculum University,0,0,0,1,80,-,59.194
Football,2023,-,Colorado School of Mines,0,0,0,1,80,-,59.194
Football,2023,-,Indianapolis,0,0,0,1,80,-,59.194
Football,2023,-,Long Island,0,0,0,1,80,-,59.194
Football,2023,-,Wingate,0,0,0,1,80,-,59.194
Football,2023,-,William & Mary,0,0,0,1,80,-,59.194
Football,2023,-,West Virginia State,0,0,0,1,80,-,59.194
Football,2023,-,Wheeling,0,0,0,1,80,-,59.194
Football,2023,-,Quincy,0,0,0,1,80,-,59.194
Football,2023,-,Pacific,0,0,0,1,80,-,59.194
Football,2023,-,Northern State,0,0,0,1,80,$10.6K,59.194
Football,2023,-,Northwood University,0,0,0,1,80,-,59.194
Football,2023,-,Northwest Missouri State,0,0,0,1,80,-,59.194
Football,2023,-,Northern Colorado,0,0,0,1,80,-,59.194
Football,2023,-,Arizona Christian,0,0,0,1,80,$6.9K,59.194
Football,2023,-,Lane College,0,0,0,1,80,-,59.194
Football,2023,-,Lindenwood University,0,0,0,1,80,-,59.194
Football,2023,-,Erskine College,0,0,0,1,80,-,59.194
Football,2023,-,Emory & Henry College,0,0,0,1,80,-,59.194
Football,2023,-,Miles College,0,0,0,1,80,$11.9K,59.194
Football,2023,-,Savannah State,0,0,0,1,80,-,59.194
Football,2023,-,Michigan Tech,0,0,0,1,80,-,59.194
Football,2023,-,St. Thomas,0,0,0,1,80,-,59.194
Football,2023,-,Minnesota Duluth,0,0,0,1,80,-,59.194
Football,2022,1,Texas A&M,9,19,2,30,93.92,$244K,96.793
Football,2022,2,Alabama,4,19,2,25,94.1,$78K,95.966
Football,2022,3,Georgia,4,17,9,30,92.05,$239K,95.414
Football,2022,4,Ohio State,3,16,2,21,93.09,$94K,94.139
Football,2022,5,Texas,2,18,8,28,90.75,$37K,93.354
Football,2022,6,Notre Dame,0,17,5,22,91.18,$29K,92.594
Football,2022,7,Penn State,3,13,9,25,90.5,$92K,92.36
Football,2022,8,Oklahoma,0,17,4,22,90.7,$112K,92.17
Football,2022,9,Michigan,1,11,9,22,89.8,$62K,91.313
Football,2022,10,North Carolina,1,9,7,17,90.97,$25K,90.972
Football,2022,11,Oregon,0,12,5,17,90.39,$51K,90.394
Football,2022,12,LSU,1,6,8,15,90.56,$27K,90.379
Football,2022,13,Miami,0,10,4,15,90.45,$67K,90.269
Football,2022,14,Clemson,1,9,9,20,88.75,$46K,90.083
Football,2022,15,Tennessee,0,10,11,23,88.03,$75K,89.668
Football,2022,16,Auburn,0,11,7,18,89.27,$50K,89.661
Football,2022,17,Kentucky,0,10,9,20,88.39,$25K,89.657
Football,2022,18,Missouri,1,7,10,18,89,$21K,89.344
Football,2022,19,Florida,0,7,11,20,87.45,$24K,88.73
Football,2022,20,Stanford,0,6,16,24,86.89,$54K,88.667
Football,2022,21,Mississippi State,0,4,17,21,87.93,$13.9K,88.604
Football,2022,22,Ole Miss,0,6,13,19,87.95,$21K,88.572
Football,2022,23,Florida State,0,7,9,18,88.09,$22K,88.565
Football,2022,24,Oklahoma State,0,7,13,20,87.68,$22K,88.522
Football,2022,25,Michigan State,0,6,17,23,87.15,$19.4K,88.257
Football,2022,26,Arkansas,0,5,15,21,86.68,$77K,88.153
Football,2022,27,South Carolina,0,5,17,22,87.13,$40K,88.018
Football,2022,28,Arizona,0,4,18,23,86.41,$117K,87.902
Football,2022,29,Indiana,0,4,17,22,86.63,$327K,87.892
Football,2022,30,Iowa,0,2,15,17,87.57,$19.9K,87.572
Football,2022,31,West Virginia,0,3,18,22,86.09,$38K,87.472
Football,2022,32,Wisconsin,0,4,11,15,87.63,$22K,87.444
Football,2022,33,Baylor,0,2,19,21,86.89,$44K,87.409
Football,2022,34,Vanderbilt,0,3,24,27,86.27,$26K,87.401
Football,2022,35,TCU,0,5,9,14,87.77,$274K,87.356
Football,2022,36,Utah,0,2,15,17,87.12,$35K,87.123
Football,2022,37,UCLA,0,6,6,12,88.3,$25K,87.098
Football,2022,38,Maryland,0,4,17,21,86.38,$22K,87.031
Football,2022,39,Nebraska,0,3,15,18,86.72,$75K,87.026
Football,2022,40,Iowa State,0,2,19,26,84.76,$117K,86.936
Football,2022,41,Virginia Tech,0,1,23,24,85.71,$79K,86.828
Football,2022,42,Rutgers,0,3,16,23,85.06,$32K,86.685
Football,2022,43,Texas Tech,0,4,14,18,86.26,$65K,86.498
Football,2022,44,Purdue,0,4,16,20,85.78,$19.5K,86.45
Football,2022,45,Cincinnati,0,2,17,19,86.13,$12.5K,86.399
Football,2022,46,USC,1,4,2,10,88.64,$101K,86.197
Football,2022,47,Boston College,0,1,21,22,85.25,$13.7K,86.156
Football,2022,48,Houston,0,1,17,21,84.93,$18.2K,86.049
Football,2022,49,Northwestern,0,2,13,16,86.04,$11.1K,85.994
Football,2022,50,UCF,0,3,12,17,85.88,$41K,85.88
Football,2022,51,NC State,0,3,9,12,86.9,$124K,85.702
Football,2022,52,Minnesota,0,2,16,18,85.39,$68K,85.623
Football,2022,53,Illinois,0,0,26,26,84.62,$16K,85.622
Football,2022,54,Colorado,0,0,22,25,84.36,$21K,85.533
Football,2022,55,Louisville,0,2,12,15,85.59,$56K,85.411
Football,2022,56,Georgia Tech,0,1,13,16,85.21,$17.1K,85.163
Football,2022,57,Duke,0,1,15,18,84.83,$46K,85.118
Football,2022,58,California,0,1,15,17,85,$12.2K,84.997
Football,2022,59,Oregon State,0,0,16,18,84.7,$14.9K,84.976
Football,2022,60,Pittsburgh,0,0,12,13,85.44,$73K,84.688
Football,2022,61,Wake Forest,0,2,9,13,85.02,$22K,84.269
Football,2022,62,BYU,0,2,21,27,82.73,$15.2K,84.064
Football,2022,63,Kansas State,0,0,17,21,83.27,$51K,84.041
Football,2022,64,Boise State,0,0,19,21,83.19,$11.9K,83.883
Football,2022,65,Syracuse,0,0,14,17,83.67,$24K,83.666
Football,2022,66,UTSA,0,0,15,18,83.38,$10.6K,83.576
Football,2022,67,Virginia,0,1,15,16,83.62,$15.3K,83.575
Football,2022,68,Washington State,0,0,20,21,82.99,$196K,83.515
Football,2022,69,Memphis,0,0,18,23,82.6,$11.5K,83.472
Football,2022,70,SMU,0,1,10,13,83.87,$150K,83.114
Football,2022,71,San Diego State,0,0,16,17,83.05,$189K,83.05
Football,2022,72,Jackson State,1,1,3,13,83.78,$12.2K,83.027
Football,2022,73,Coastal Carolina,0,0,15,20,82.41,$14.6K,82.83
Football,2022,74,Tulane,0,0,16,17,82.78,$73K,82.776
Football,2022,75,Arkansas State,0,0,17,19,82.32,$16.8K,82.728
Football,2022,76,Marshall,0,0,23,25,81.84,$9.6K,82.66
Football,2022,77,USF,0,0,10,12,83.84,$280K,82.643
Football,2022,78,Colorado State,0,1,12,15,82.82,$131K,82.634
Football,2022,79,Washington,0,1,8,10,84.85,$16.8K,82.402
Football,2022,80,Fresno State,0,0,15,21,81.85,$11.9K,82.299
Football,2022,81,San Jose State,0,0,13,20,81.88,$7.9K,82.212
Football,2022,82,Liberty,0,0,10,15,82.21,$17.1K,82.03
Football,2022,83,Temple,0,0,13,16,82.03,$12.7K,81.989
Football,2022,84,Louisiana Tech,0,0,12,16,82.03,$8.5K,81.986
Football,2022,85,Appalachian State,0,0,14,15,82.09,$48K,81.913
Football,2022,86,UAB,0,0,16,17,81.74,$7.9K,81.739
Football,2022,87,Southern Miss,0,0,17,20,81.37,$9K,81.735
Football,2022,88,East Carolina,0,0,14,18,81.59,$13.2K,81.684
Football,2022,89,Louisiana,0,0,8,13,82.4,$179K,81.648
Football,2022,90,Buffalo,0,0,11,23,81.15,$7.6K,81.597
Football,2022,91,Miami (OH),0,0,17,17,81.58,-,81.581
Football,2022,92,Utah State,0,0,19,28,80.86,$11.2K,81.515
Football,2022,93,Central Michigan,0,0,15,20,81.02,$10.2K,81.296
Football,2022,94,Connecticut,0,0,12,21,80.85,$9K,81.22
Football,2022,95,Western Kentucky,0,0,12,22,80.87,$10.7K,81.158
Football,2022,96,Wyoming,0,1,12,19,80.87,$13.5K,81.145
Football,2022,97,New Mexico State,0,0,15,27,80.57,$8.2K,81.024
Football,2022,98,Charlotte,0,0,10,18,80.9,$8.1K,81.006
Football,2022,99,Western Michigan,0,0,12,16,81.01,$10.1K,80.97
Football,2022,100,Northern Illinois,0,0,16,29,80.41,$6.3K,80.938
Football,2022,101,Toledo,0,0,12,14,81.31,$8.2K,80.89
Football,2022,102,Middle Tennessee State,0,0,7,16,80.89,$12.3K,80.848
Football,2022,103,Eastern Michigan,0,0,7,18,80.69,$11.5K,80.813
Football,2022,104,Georgia Southern,0,0,9,22,80.62,$31K,80.806
Football,2022,105,Kent State,0,0,15,23,80.48,$8.9K,80.802
Football,2022,106,Tulsa,0,0,13,16,80.82,$8.9K,80.776
Football,2022,107,Rice,0,0,9,16,80.74,$40K,80.693
Football,2022,108,South Alabama,0,0,8,13,81.43,$46K,80.678
Football,2022,109,Arizona State,0,1,8,10,83.11,$23K,80.668
Football,2022,110,Air Force,0,0,11,42,80.24,$10.8K,80.655
Football,2022,111,New Mexico,0,0,18,25,80.08,$8.2K,80.579
Football,2022,112,Idaho,0,0,2,18,80.5,$148K,80.529
Football,2022,113,UTEP,0,0,6,22,80.25,$12.5K,80.379
Football,2022,114,FIU,0,0,5,19,80.23,$10.4K,80.289
Football,2022,115,Massachusetts,0,0,9,15,80.45,$8K,80.271
Football,2022,116,North Texas,0,0,7,13,81.02,$193K,80.265
Football,2022,117,Sam Houston State,0,0,7,11,82.02,$9.4K,80.262
Football,2022,118,Ohio,0,0,2,15,80.44,$8.1K,80.255
Football,2022,119,Ball State,0,0,16,17,80.21,$12.8K,80.213
Football,2022,120,Old Dominion,0,0,7,13,80.96,$9.1K,80.209
Football,2022,121,Nevada,0,0,7,12,81.38,$10.8K,80.176
Football,2022,122,Georgia State,0,0,10,14,80.56,$7.3K,80.144
Football,2022,123,Hawaii,0,0,5,14,80.51,-,80.095
Football,2022,124,Army,0,0,1,35,79.98,$6.3K,80
Football,2022,125,Navy,0,0,0,26,80,$5.7K,80
Football,2022,126,Bowling Green,0,0,10,12,80.98,$5.2K,79.779
Football,2022,127,Kansas,0,0,6,9,83.02,$16.2K,79.754
Football,2022,128,UNLV,0,0,7,10,82,$728K,79.551
Football,2022,129,Central Arkansas,0,0,4,12,80.57,$5.5K,79.375
Football,2022,130,Louisiana-Monroe,0,0,5,11,80.95,$10.4K,79.188
Football,2022,131,Akron,0,0,5,11,80.55,$13.9K,78.794
Football,2022,132,Florida Atlantic,0,0,5,9,81.36,$6.3K,78.095
Football,2022,133,Portland State,0,0,1,9,80.5,$18.9K,77.231
Football,2022,134,Troy,0,0,6,9,80.33,$6.2K,77.059
Football,2022,135,Campbell,0,1,4,6,83.67,$15.3K,76.976
Football,2022,136,Grambling State,0,0,4,6,82.56,$16.6K,75.861
Football,2022,137,Pennsylvania,0,0,0,8,80,-,75.761
Football,2022,138,Jacksonville State,0,0,2,7,80.55,$8.7K,75.179
Football,2022,139,Western Carolina,0,0,4,7,80.48,$24K,75.109
Football,2022,140,Weber State,0,0,0,7,80,-,74.625
Football,2022,141,Harvard,0,0,1,6,80.82,$528K,74.123
Football,2022,142,Lamar,0,0,1,6,80,$11.5K,73.302
Football,2022,143,Dartmouth,0,0,0,6,80,-,73.302
Football,2022,144,Montana State,0,0,0,6,80,-,73.302
Football,2022,145,Illinois State,0,0,1,6,79.96,$5.2K,73.261
Football,2022,146,Texas State,0,0,3,5,80.8,-,72.557
Football,2022,147,Eastern Washington,0,0,1,5,80.31,$11.1K,72.069
Football,2022,148,San Diego,0,0,1,5,80.3,-,72.062
Football,2022,149,Northern Iowa,0,0,1,5,80.28,$10.7K,72.037
Football,2022,150,North Dakota State,0,0,1,5,80.25,-,72.012
Football,2022,151,Northern Arizona,0,0,1,5,80.2,-,71.962
Football,2022,152,Princeton,0,0,2,4,81.88,$14K,71.834
Football,2022,153,Prairie View A&M,0,0,0,5,80,-,71.762
Football,2022,154,McNeese State,0,0,0,5,80,-,71.762
Football,2022,155,Stephen F. Austin,0,0,0,5,80,-,71.762
Football,2022,156,South Dakota,0,0,0,5,80,$176K,71.762
Football,2022,157,Idaho State,0,0,1,5,79.98,-,71.744
Football,2022,158,Yale,0,0,0,4,80,-,69.959
