Combined Football & Basketball Recruiting Rankings (2021-2026),,,,,,,,,,
Rank,Team,Sport,Year,5-Star,4-Star,3-Star,Total Commits,Avg Rating,Avg NIL,Score
155,Stephen F. Austin,Football,2022,0,0,0,5,80,-,71.762
156,South Dakota,Football,2022,0,0,0,5,80,$176K,71.762
157,Idaho State,Football,2022,0,0,1,5,79.98,-,71.744
158,Yale,Football,2022,0,0,0,4,80,-,69.959
159,Kennesaw State,Football,2022,0,0,0,4,80,-,69.959
160,Cal Poly,Football,2022,0,0,0,4,80,-,69.959
161,Central Washington,Football,2022,0,0,0,4,80,-,69.959
162,UT Martin,Football,2022,0,0,1,3,82.08,-,69.905
163,Austin Peay,Football,2022,0,0,1,4,79.88,$15.5K,69.834
164,Abilene Christian,Football,2022,0,0,2,3,81.6,$10.9K,69.422
165,Grand Valley State,Football,2022,0,0,1,3,81.54,$11.1K,69.363
166,Florida A&M,Football,2022,0,0,1,3,80.79,-,68.613
167,James Madison,Football,2022,0,0,1,3,80.33,$19.9K,68.151
168,Lehigh,Football,2022,0,0,1,3,80.25,-,68.072
169,Youngstown State,Football,2022,0,0,0,3,80,-,67.822
170,Western Oregon,Football,2022,0,0,0,3,80,-,67.822
171,Houston Christian,Football,2022,0,0,0,3,80,-,67.822
172,Sacramento State,Football,2022,0,0,0,3,80,-,67.822
173,Northern Colorado,Football,2022,0,0,0,3,80,-,67.822
174,Lafayette,Football,2022,0,0,0,3,80,-,67.822
175,Elon,Football,2022,0,0,1,3,80,-,67.822
176,Cornell,Football,2022,0,0,0,3,80,-,67.822
177,Mercer,Football,2022,0,0,0,3,80,-,67.822
178,Southern University,Football,2022,0,0,0,3,80,-,67.822
179,Saginaw Valley State,Football,2022,0,0,0,3,80,-,67.822
180,Morgan State,Football,2022,0,0,0,3,80,-,67.822
181,South Dakota State,Football,2022,0,0,0,3,80,-,67.822
182,Gardner-Webb,Football,2022,0,0,0,3,80,-,67.822
183,Ferris State,Football,2022,0,0,0,3,80,-,67.822
184,Georgetown,Football,2022,0,0,0,3,80,$18.1K,67.822
185,Chattanooga,Football,2022,0,0,1,3,79.96,$5.5K,67.784
-,Eastern Kentucky,Football,2022,0,0,1,2,84.5,$12.8K,69.717
-,Iowa Wesleyan,Football,2022,0,0,1,2,81.31,-,66.53
-,East Texas A&M Commerce,Football,2022,0,0,1,2,81.19,-,66.405
-,Western Illinois,Football,2022,0,0,2,2,80.74,-,65.955
-,Richmond,Football,2022,0,0,1,2,80.19,-,65.409
-,Wofford,Football,2022,0,0,0,2,80,-,65.217
-,Wingate,Football,2022,0,0,0,2,80,-,65.217
-,Presbyterian,Football,2022,0,0,0,2,80,-,65.217
-,Incarnate Word,Football,2022,0,0,0,2,80,-,65.217
-,Pittsburg State,Football,2022,0,0,0,2,80,-,65.217
-,Howard,Football,2022,0,0,0,2,80,-,65.217
-,Northwest Missouri State,Football,2022,0,0,0,2,80,$11.4K,65.217
-,Eastern Illinois,Football,2022,0,0,0,2,80,-,65.217
-,Slippery Rock,Football,2022,0,0,0,2,80,-,65.217
-,Montana,Football,2022,0,0,0,2,80,$18.7K,65.217
-,Fort Valley State,Football,2022,0,0,0,2,80,-,65.217
-,Bucknell,Football,2022,0,0,0,2,80,$5.2K,65.217
-,Valparaiso,Football,2022,0,0,0,2,80,-,65.217
-,College of Idaho,Football,2022,0,0,0,2,80,-,65.217
-,Columbia,Football,2022,0,0,0,2,80,-,65.217
-,Tennessee State,Football,2022,0,0,0,2,80,$11.5K,65.217
-,Southeast Missouri State,Football,2022,0,0,0,2,80,-,65.217
-,Murray State,Football,2022,0,0,1,1,84,$12.5K,65.821
-,Harding University,Football,2022,0,0,1,1,81.75,$13.3K,63.571
-,Missouri State University,Football,2022,0,0,1,1,81.75,-,63.571
-,UC Davis,Football,2022,0,0,1,1,81.06,-,62.882
-,North Carolina Central,Football,2022,0,0,1,1,80.5,-,62.321
-,Providence,Football,2022,0,0,0,1,80,-,61.821
-,Stony Brook,Football,2022,0,0,0,1,80,-,61.821
-,Northwestern State,Football,2022,0,0,0,1,80,-,61.821
-,Northwood University,Football,2022,0,0,0,1,80,-,61.821
-,North Dakota,Football,2022,0,0,0,1,80,-,61.821
-,Limestone University,Football,2022,0,0,0,1,80,-,61.821
-,Lake Erie College,Football,2022,0,0,0,1,80,-,61.821
-,Lane College,Football,2022,0,0,0,1,80,-,61.821
-,Duquesne,Football,2022,0,0,0,1,80,-,61.821
-,Dayton,Football,2022,0,0,0,1,80,-,61.821
-,Davenport,Football,2022,0,0,0,1,80,-,61.821
-,Dickinson State University,Football,2022,0,0,0,1,80,-,61.821
-,Eastern Oregon University,Football,2022,0,0,0,1,80,-,61.821
-,Utah Tech,Football,2022,0,0,0,1,80,-,61.821
-,Delaware,Football,2022,0,0,0,1,80,$601K,61.821
-,Millersville,Football,2022,0,0,0,1,80,-,61.821
-,Savannah State,Football,2022,0,0,0,1,80,-,61.821
-,Maine,Football,2022,0,0,0,1,80,-,61.821
-,Tarleton State,Football,2022,0,0,0,1,80,-,61.821
-,Western New Mexico,Football,2022,0,0,0,1,80,-,61.821
-,Alcorn State,Football,2022,0,0,0,1,80,-,61.821
-,Angelo State,Football,2022,0,0,0,1,80,-,61.821
-,Ashland University,Football,2022,0,0,0,1,80,-,61.821
-,Amherst College,Football,2022,0,0,0,1,80,-,61.821
-,American International,Football,2022,0,0,0,1,80,-,61.821
-,Arkansas-Pine Bluff,Football,2022,0,0,0,1,80,-,61.821
-,Arkansas-Monticello,Football,2022,0,0,0,1,80,-,61.821
-,Arizona Christian,Football,2022,0,0,0,1,80,-,61.821
-,William & Mary,Football,2022,0,0,0,1,80,-,61.821
-,Rhode Island,Football,2022,0,0,1,1,80,-,61.821
-,William Jewell College,Football,2022,0,0,0,1,80,-,61.821
-,Robert Morris,Football,2022,0,0,0,1,80,-,61.821
-,IUP,Football,2022,0,0,0,1,80,-,61.821
-,Johns Hopkins,Football,2022,0,0,0,1,80,-,61.821
-,Pacific Lutheran,Football,2022,0,0,0,1,80,-,61.821
-,Holy Cross,Football,2022,0,0,0,1,80,-,61.821
-,Rocky Mountain College,Football,2022,0,0,0,1,80,-,61.821
-,Indiana State,Football,2022,0,0,0,1,80,-,61.821
-,Villanova,Football,2022,0,0,0,1,80,-,61.821
-,Southeastern University,Football,2022,0,0,0,1,80,-,61.821
-,Morningside University,Football,2022,0,0,0,1,80,-,61.821
-,University of Manitoba,Football,2022,0,0,0,1,80,-,61.821
-,Central Missouri State,Football,2022,0,0,0,1,80,-,61.821
-,Concordia University,Football,2022,0,0,0,1,80,-,61.821
-,Colgate,Football,2022,0,0,0,1,80,$10.4K,61.821
-,Towson,Football,2022,0,0,0,1,80,-,61.821
-,Texas A&M-Kingsville,Football,2022,0,0,0,1,80,-,61.821
-,Texas Southern,Football,2022,0,0,0,1,80,-,61.821
-,Bethune-Cookman,Football,2022,0,0,0,1,80,-,61.821
-,Virginia Military Institute,Football,2022,0,0,0,1,80,$6.5K,61.821
-,Valdosta State,Football,2022,0,0,0,1,80,-,61.821
-,West Alabama,Football,2022,0,0,0,1,80,-,61.821
-,West Chester,Football,2022,0,0,0,1,80,-,61.821
-,Southwest Minnesota State,Football,2022,0,0,0,1,80,-,61.821
-,California (PA),Football,2022,0,0,0,1,80,-,61.821
-,Fairmont State,Football,2022,0,0,0,1,80,-,61.821
-,Glenville State,Football,2022,0,0,0,1,80,$10.3K,61.821
-,George Fox,Football,2022,0,0,0,1,80,-,61.821
-,Fordham,Football,2022,0,0,0,1,80,-,61.821
-,Fort Hays State,Football,2022,0,0,0,1,80,-,61.821
-,Furman,Football,2022,0,0,0,1,80,-,61.821
-,New Haven,Football,2022,0,0,0,1,80,-,61.821
-,New Hampshire,Football,2022,0,0,0,1,80,-,61.821
-,Monmouth,Football,2022,0,0,0,1,80,-,61.821
-,South Carolina State,Football,2022,0,0,0,1,80,-,61.821
-,Newberry,Football,2022,0,0,0,1,80,-,61.821
-,North Alabama,Football,2022,0,0,0,1,80,-,61.821
-,Southern Oregon University,Football,2022,0,0,0,1,80,-,61.821
1,Alabama,Football,2021,5,20,2,27,93.95,$38K,96.45
2,Ohio State,Football,2021,7,13,3,23,93.66,$22K,95.959
3,Georgia,Football,2021,3,14,3,20,92.66,$94K,93.82
4,LSU,Football,2021,1,19,2,22,92.07,$41K,93.682
5,Clemson,Football,2021,3,15,1,19,92.89,$28K,93.638
6,Oregon,Football,2021,2,16,5,23,91.05,$25K,92.771
7,Oklahoma,Football,2021,2,12,1,15,92.65,$31K,92.464
8,Texas A&M,Football,2021,1,17,5,23,90.76,$20K,92.198
9,USC,Football,2021,1,13,8,22,90.24,$50K,91.627
10,Miami,Football,2021,2,13,7,22,89.19,$26K,90.859
11,North Carolina,Football,2021,1,14,5,20,89.59,$27K,90.824
12,Notre Dame,Football,2021,0,13,14,27,88.29,$58K,90.748
13,Florida,Football,2021,1,10,11,22,89.02,$33K,90.392
14,Texas,Football,2021,1,11,10,22,88.19,$37K,89.677
15,Michigan,Football,2021,0,11,11,22,87.91,$93K,89.292
16,Wisconsin,Football,2021,1,8,12,21,87.59,$26K,88.613
17,Ole Miss,Football,2021,0,9,15,25,86.45,$46K,88.295
18,Penn State,Football,2021,0,7,9,17,87.69,$31K,87.694
19,Auburn,Football,2021,0,8,9,19,86.63,$18.4K,87.408
20,Iowa,Football,2021,0,6,12,19,86.64,$26K,87.356
21,Florida State,Football,2021,0,5,12,18,86.7,$19.1K,87.095
22,Nebraska,Football,2021,0,6,14,20,86.25,$21K,86.829
23,Tennessee,Football,2021,0,5,11,16,86.82,$34K,86.771
24,Arkansas,Football,2021,0,4,18,26,84.92,$25K,86.712
25,Maryland,Football,2021,0,5,19,25,84.88,$15.8K,86.619
26,Missouri,Football,2021,0,4,15,21,85.36,$24K,86.346
27,Kentucky,Football,2021,0,3,15,18,85.92,$24K,86.304
28,California,Football,2021,0,5,14,20,85.49,$18.5K,86.278
29,Oklahoma State,Football,2021,0,5,16,21,85.31,$17.8K,86.145
30,UCLA,Football,2021,0,7,10,18,85.77,$40K,86.111
31,Minnesota,Football,2021,0,2,15,17,85.97,$19.6K,85.965
32,Mississippi State,Football,2021,0,5,17,23,84.73,$21K,85.935
33,Arizona State,Football,2021,0,5,8,13,86.36,$17.6K,85.612
34,NC State,Football,2021,0,6,12,21,84.43,$15.9K,85.604
35,Baylor,Football,2021,0,5,12,17,85.45,$26K,85.447
36,Utah,Football,2021,0,2,14,17,85.39,$21K,85.393
37,West Virginia,Football,2021,0,3,13,17,85.33,$36K,85.325
38,Rutgers,Football,2021,0,3,18,22,84.16,$38K,85.321
39,Washington,Football,2021,1,3,11,17,85.28,$22K,85.282
40,Pittsburgh,Football,2021,0,3,17,21,84.55,$15.5K,85.277
41,TCU,Football,2021,0,3,10,15,85.45,$18.2K,85.265
42,Virginia,Football,2021,0,1,23,24,84.35,$18.3K,85.24
43,Georgia Tech,Football,2021,0,3,13,16,85.19,$18.3K,85.144
44,Louisville,Football,2021,0,3,18,28,83.42,$23K,85.08
45,Stanford,Football,2021,0,4,13,17,84.93,$11.4K,84.927
46,Northwestern,Football,2021,0,1,15,16,84.88,$80K,84.837
47,Indiana,Football,2021,0,2,12,15,85.01,$16K,84.83
48,Boston College,Football,2021,0,3,22,25,83.53,$16.4K,84.673
49,Virginia Tech,Football,2021,0,1,25,28,83.04,$24K,84.295
50,Michigan State,Football,2021,0,1,17,18,83.86,$47K,84.165
51,Cincinnati,Football,2021,0,0,24,24,83.26,$15.8K,84.019
52,Iowa State,Football,2021,0,1,17,18,83.48,$15.3K,83.737
53,SMU,Football,2021,0,1,16,17,83.71,$13.8K,83.712
54,Kansas State,Football,2021,0,1,16,20,83.14,$22K,83.688
55,Duke,Football,2021,0,0,18,18,83.54,$15.9K,83.686
56,Vanderbilt,Football,2021,0,1,22,23,82.99,$37K,83.599
57,Memphis,Football,2021,0,0,24,25,82.66,$15.3K,83.501
58,UCF,Football,2021,0,0,17,18,82.93,$21K,83.098
59,Syracuse,Football,2021,0,1,19,20,82.66,$19.3K,83.015
60,Texas Tech,Football,2021,0,1,10,11,84.67,$15.3K,82.907
61,USF,Football,2021,0,1,20,21,82.38,$9.4K,82.828
62,Houston,Football,2021,0,1,12,15,82.99,$26K,82.808
63,Purdue,Football,2021,0,0,13,16,82.61,$21K,82.566
64,Boise State,Football,2021,0,0,16,20,82.17,$11.4K,82.549
65,Kansas,Football,2021,0,1,18,20,82.27,$65K,82.528
66,San Diego State,Football,2021,0,0,24,26,81.56,$55K,82.423
67,Colorado,Football,2021,0,0,16,19,81.97,$22K,82.254
68,Wake Forest,Football,2021,0,0,19,20,81.67,$14.9K,82.143
69,BYU,Football,2021,0,1,15,16,82.18,$402K,82.135
70,Illinois,Football,2021,0,0,16,18,82.01,$16.1K,82.125
71,Washington State,Football,2021,0,0,16,19,81.83,$14.1K,82.082
72,UNLV,Football,2021,0,0,20,21,81.63,$7.2K,82.011
73,Louisiana,Football,2021,0,0,16,21,81.58,$17.7K,82.001
74,South Carolina,Football,2021,0,0,10,11,83.67,$23K,81.905
75,Arizona,Football,2021,0,0,19,19,81.63,$17.8K,81.899
76,UTSA,Football,2021,0,0,18,21,81.41,$17.9K,81.851
77,Toledo,Football,2021,0,0,23,24,80.9,$10.4K,81.759
78,Tulane,Football,2021,0,0,17,17,81.75,$7.4K,81.751
79,Fresno State,Football,2021,0,0,17,23,81.26,$16K,81.724
80,Oregon State,Football,2021,0,0,10,12,82.89,$39K,81.694
81,Appalachian State,Football,2021,0,0,22,22,81.16,$9K,81.647
82,North Texas,Football,2021,0,0,19,20,81.25,$15.6K,81.517
83,FIU,Football,2021,0,0,14,19,81.21,$9.4K,81.485
84,East Carolina,Football,2021,0,0,14,14,81.8,-,81.379
85,Florida Atlantic,Football,2021,0,0,18,20,81.04,-,81.255
86,Coastal Carolina,Football,2021,0,0,16,19,80.84,$17.2K,81.088
87,Jackson State,Football,2021,0,1,1,19,80.86,$22K,80.965
88,Buffalo,Football,2021,0,0,16,22,80.56,$14.8K,80.912
89,Ohio,Football,2021,0,0,16,19,80.48,$9.4K,80.825
90,Arkansas State,Football,2021,0,0,13,18,80.7,$14.5K,80.803
91,Western Michigan,Football,2021,0,0,19,21,80.48,$8.9K,80.793
92,Louisiana-Monroe,Football,2021,0,0,14,19,80.54,$22K,80.732
93,Nevada,Football,2021,0,0,20,20,80.47,$16K,80.701
94,Rice,Football,2021,0,0,18,19,80.41,$230K,80.681
95,Central Michigan,Football,2021,0,0,22,25,80.1,-,80.652
96,Colorado State,Football,2021,0,0,20,21,80.41,$9K,80.644
97,Eastern Michigan,Football,2021,0,0,13,22,80.22,$13.5K,80.642
98,Troy,Football,2021,0,0,15,15,80.72,-,80.54
99,Miami (OH),Football,2021,0,0,22,22,79.99,$21K,80.518
100,Ball State,Football,2021,0,0,20,23,79.81,$16.6K,80.474
101,Georgia Southern,Football,2021,0,0,17,22,79.97,$11.1K,80.455
102,Northern Illinois,Football,2021,0,0,25,28,79.83,$8.9K,80.439
103,New Mexico,Football,2021,0,0,21,24,80.05,$12.2K,80.417
104,Charlotte,Football,2021,0,0,15,19,80.15,$26K,80.352
105,Middle Tennessee State,Football,2021,0,0,6,14,80.76,$7.4K,80.34
106,Air Force,Football,2021,0,0,6,56,80.09,$15.1K,80.319
107,UAB,Football,2021,0,0,9,17,80.32,$7.3K,80.318
108,Georgia State,Football,2021,0,0,12,15,80.5,$11.5K,80.316
109,Navy,Football,2021,0,0,4,33,80.15,$183K,80.285
110,Old Dominion,Football,2021,0,0,16,18,80.04,-,80.156
111,Hawaii,Football,2021,0,0,10,13,80.83,$23K,80.076
112,Liberty,Football,2021,0,0,13,13,80.77,$11.2K,80.021
113,Army,Football,2021,0,0,1,61,79.98,$63K,80
114,Yale,Football,2021,0,0,0,19,80,-,80
115,Princeton,Football,2021,0,0,0,17,80,$11.4K,80
116,Howard,Football,2021,0,0,0,21,80,$7.2K,80
117,Eastern Washington,Football,2021,0,0,0,18,80,-,80
118,San Diego,Football,2021,0,0,0,19,80,$35K,80
119,Southern Utah,Football,2021,0,0,0,19,80,$7.8K,80
120,Bowling Green,Football,2021,0,0,19,21,79.61,-,79.958
121,Wyoming,Football,2021,0,0,18,19,79.79,$22K,79.932
122,Massachusetts,Football,2021,0,0,3,18,79.82,$6.5K,79.897
123,Temple,Football,2021,0,0,12,13,80.62,$13K,79.867
124,Idaho,Football,2021,0,0,0,15,80,-,79.818
125,Tulsa,Football,2021,0,0,6,12,80.93,$13K,79.734
126,Austin Peay,Football,2021,0,0,1,14,80.12,$14K,79.702
127,Kent State,Football,2021,0,0,13,17,79.65,$9.4K,79.652
128,Connecticut,Football,2021,0,0,6,14,80.03,$186K,79.614
129,Western Oregon,Football,2021,0,0,0,14,80,-,79.584
130,Illinois State,Football,2021,0,0,0,14,80,$5.7K,79.584
131,Grand Valley State,Football,2021,0,0,0,14,80,$9.8K,79.584
132,Marshall,Football,2021,0,0,11,11,81.04,$16.7K,79.276
133,San Jose State,Football,2021,0,0,11,12,80.45,$17.4K,79.254
134,Northern Arizona,Football,2021,0,0,0,13,80,-,79.247
135,Lamar,Football,2021,0,0,0,13,80,$15K,79.247
136,Sam Houston State,Football,2021,0,0,0,13,80,-,79.247
137,Akron,Football,2021,0,0,14,18,79.14,-,79.236
138,Southern Miss,Football,2021,0,0,8,11,81,$21K,79.236
139,Louisiana Tech,Football,2021,0,0,8,10,81.5,$7.9K,79.051
140,South Alabama,Football,2021,0,0,11,11,80.45,$5.5K,78.694
141,New Mexico State,Football,2021,0,0,5,11,80.1,$5.3K,78.34
142,Incarnate Word,Football,2021,0,0,0,11,80,$15.2K,78.24
143,Harvard,Football,2021,0,0,0,11,80,-,78.24
144,Montana State,Football,2021,0,0,0,11,80,$6.3K,78.24
145,Pennsylvania,Football,2021,0,0,0,10,80,-,77.553
146,Stephen F. Austin,Football,2021,0,0,0,10,80,-,77.553
147,Georgetown,Football,2021,0,0,0,10,80,-,77.553
148,Cal Poly,Football,2021,0,0,0,10,80,-,77.553
149,Columbia,Football,2021,0,0,0,10,80,-,77.553
150,North Dakota State,Football,2021,0,0,1,9,80.19,-,76.926
151,Northern Iowa,Football,2021,0,0,0,9,80,-,76.731
152,Central Washington,Football,2021,0,0,0,9,80,-,76.731
153,Central Arkansas,Football,2021,0,0,0,9,80,-,76.731
154,UTEP,Football,2021,0,0,5,9,79.64,$13.3K,76.369
155,Holy Cross,Football,2021,0,0,0,8,80,$10.3K,75.761
156,Sacramento State,Football,2021,0,0,0,8,80,-,75.761
157,North Carolina A&T,Football,2021,0,0,0,8,80,$12.9K,75.761
158,Kennesaw State,Football,2021,0,0,0,8,80,-,75.761
159,Utah State,Football,2021,0,0,5,7,81.01,$5.8K,75.637
160,James Madison,Football,2021,0,0,0,7,80,-,74.625
161,Dartmouth,Football,2021,0,0,0,7,80,-,74.625
162,Weber State,Football,2021,0,0,0,7,80,-,74.625
163,UC Davis,Football,2021,0,0,0,7,80,-,74.625
164,Abilene Christian,Football,2021,0,0,0,6,80,-,73.302
165,Cornell,Football,2021,0,0,0,6,80,$11.5K,73.302
166,South Dakota,Football,2021,0,0,0,6,80,-,73.302
167,Montana Tech,Football,2021,0,0,0,6,80,-,73.302
168,Missouri State University,Football,2021,0,0,0,6,80,$10.9K,73.302
169,Western Kentucky,Football,2021,0,1,1,4,82.24,$12.7K,72.199
170,Rhode Island,Football,2021,0,0,0,5,80,-,71.762
171,Eastern Illinois,Football,2021,0,0,0,5,80,-,71.762
172,Utah Tech,Football,2021,0,0,0,5,80,-,71.762
173,Morgan State,Football,2021,0,0,0,5,80,-,71.762
174,South Dakota State,Football,2021,0,0,0,5,80,-,71.762
175,Montana,Football,2021,0,0,0,5,80,-,71.762
176,Gardner-Webb,Football,2021,0,0,0,5,80,-,71.762
177,Campbell,Football,2021,0,0,0,5,80,-,71.762
178,Texas Southern,Football,2021,0,0,0,5,80,$21K,71.762
179,Tennessee Tech,Football,2021,0,0,0,5,80,-,71.762
180,Colorado School of Mines,Football,2021,0,0,0,5,80,$15.1K,71.762
181,Texas State,Football,2021,0,0,1,5,79.94,$5.7K,71.701
182,Wofford,Football,2021,0,0,0,4,80,$20K,69.959
183,Houston Christian,Football,2021,0,0,0,4,80,-,69.959
184,Idaho State,Football,2021,0,0,0,4,80,$23K,69.959
185,Indiana State,Football,2021,0,0,0,4,80,-,69.959
186,North Dakota,Football,2021,0,0,0,4,80,-,69.959
187,Drake,Football,2021,0,0,0,4,80,-,69.959
188,Eastern Kentucky,Football,2021,0,0,0,4,80,-,69.959
189,McNeese State,Football,2021,0,0,0,4,80,-,69.959
190,Southern Illinois,Football,2021,0,0,0,4,80,-,69.959
191,Ferris State,Football,2021,0,0,0,4,80,-,69.959
192,Brown,Football,2021,0,0,0,4,80,-,69.959
193,The Citadel,Football,2021,0,0,0,4,80,-,69.959
194,Chattanooga,Football,2021,0,0,0,4,80,-,69.959
195,Alcorn State,Football,2021,0,0,0,3,80,-,67.822
196,Western Carolina,Football,2021,0,0,0,3,80,-,67.822
197,William & Mary,Football,2021,0,0,0,3,80,-,67.822
198,Prairie View A&M,Football,2021,0,0,0,3,80,-,67.822
199,Northern Colorado,Football,2021,0,0,0,3,80,-,67.822
200,Lafayette,Football,2021,0,0,0,3,80,-,67.822
201,Long Island,Football,2021,0,0,0,3,80,-,67.822
202,Duquesne,Football,2021,0,0,0,3,80,-,67.822
203,Elon,Football,2021,0,0,0,3,80,-,67.822
204,Delaware,Football,2021,0,0,0,3,80,-,67.822
205,Samford,Football,2021,0,0,0,3,80,-,67.822
206,Merrimack,Football,2021,0,0,0,3,80,-,67.822
207,Saginaw Valley State,Football,2021,0,0,0,3,80,-,67.822
208,Minot State,Football,2021,0,0,0,3,80,-,67.822
209,Mississippi Valley State,Football,2021,0,0,0,3,80,-,67.822
210,Grambling State,Football,2021,0,0,0,3,80,-,67.822
211,Furman,Football,2021,0,0,0,3,80,-,67.822
212,Fordham,Football,2021,0,0,0,3,80,-,67.822
213,Florida A&M,Football,2021,0,0,0,3,80,-,67.822
214,Bucknell,Football,2021,0,0,0,3,80,-,67.822
215,Villanova,Football,2021,0,0,0,3,80,-,67.822
216,Valparaiso,Football,2021,0,0,0,3,80,-,67.822
217,Colgate,Football,2021,0,0,0,3,80,-,67.822
218,Tennessee State,Football,2021,0,0,0,3,80,-,67.822
-,Colorado State Pueblo,Football,2021,0,0,0,2,80,-,65.217
-,College of Idaho,Football,2021,0,0,0,2,80,-,65.217
-,Towson,Football,2021,0,0,0,2,80,-,65.217
-,Charleston Southern,Football,2021,0,0,0,2,80,$10.7K,65.217
-,UT Martin,Football,2021,0,0,0,2,80,-,65.217
-,North Alabama,Football,2021,0,0,0,2,80,-,65.217
-,Sacred Heart,Football,2021,0,0,0,2,80,-,65.217
-,Pittsburg State,Football,2021,0,0,0,2,80,-,65.217
-,Marist,Football,2021,0,0,0,2,80,-,65.217
-,Maine,Football,2021,0,0,0,2,80,-,65.217
-,Mercer,Football,2021,0,0,0,2,80,-,65.217
-,Portland State,Football,2021,0,0,0,2,80,-,65.217
-,Richmond,Football,2021,0,0,0,2,80,-,65.217
-,Western New Mexico,Football,2021,0,0,0,2,80,-,65.217
-,Whitworth,Football,2021,0,0,0,2,80,-,65.217
-,Youngstown State,Football,2021,0,0,0,2,80,-,65.217
-,Arizona Christian,Football,2021,0,0,0,2,80,-,65.217
-,Arkansas-Pine Bluff,Football,2021,0,0,0,2,80,-,65.217
-,Albany,Football,2021,0,0,0,2,80,-,65.217
-,Alabama A&M,Football,2021,0,0,0,2,80,-,65.217
-,East Tennessee State,Football,2021,0,0,0,2,80,-,65.217
-,Henderson State,Football,2021,0,0,0,1,80,-,61.821
-,Hillsdale College,Football,2021,0,0,0,1,80,-,61.821
-,Presbyterian,Football,2021,0,0,0,1,80,-,61.821
-,Jacksonville State,Football,2021,0,0,0,1,80,-,61.821
-,Robert Morris,Football,2021,0,0,0,1,80,-,61.821
-,Western Colorado,Football,2021,0,0,0,1,80,-,61.821
-,Western Illinois,Football,2021,0,0,0,1,80,-,61.821
-,Wingate,Football,2021,0,0,0,1,80,-,61.821
-,Arkansas-Monticello,Football,2021,0,0,0,1,80,-,61.821
-,Azusa Pacific,Football,2021,0,0,0,1,80,-,61.821
-,Augustana,Football,2021,0,0,0,1,80,-,61.821
-,Wayne State,Football,2021,0,0,0,1,80,-,61.821
-,Nicholls State,Football,2021,0,0,0,1,80,-,61.821
-,Southeastern Louisiana,Football,2021,0,0,0,1,80,-,61.821
-,Newberry,Football,2021,0,0,0,1,80,-,61.821
-,New Mexico Highlands,Football,2021,0,0,0,1,80,-,61.821
-,Morehead State,Football,2021,0,0,0,1,80,-,61.821
-,Southeast Missouri State,Football,2021,0,0,0,1,80,-,61.821
-,Missouri Southern State,Football,2021,0,0,0,1,80,-,61.821
-,Grove City College,Football,2021,0,0,0,1,80,-,61.821
-,Fort Lewis College,Football,2021,0,0,0,1,80,-,61.821
-,Walsh,Football,2021,0,0,0,1,80,$6.2K,61.821
-,Shorter,Football,2021,0,0,0,1,80,-,61.821
-,Valley City State University,Football,2021,0,0,0,1,80,-,61.821
-,Butler,Football,2021,0,0,0,1,80,-,61.821
-,Bethune-Cookman,Football,2021,0,0,0,1,80,-,61.821
-,East Texas A&M Commerce,Football,2021,0,0,0,1,80,-,61.821
-,Tiffin University,Football,2021,0,0,0,1,80,-,61.821
-,Tusculum University,Football,2021,0,0,0,1,80,-,61.821
-,Central Missouri State,Football,2021,0,0,0,1,80,-,61.821
-,Indiana Wesleyan University,Football,2021,0,0,0,1,80,-,61.821
-,Gannon University,Football,2021,0,0,0,1,80,-,61.821
-,Pace University,Football,2021,0,0,0,1,80,-,61.821
-,Southern University,Football,2021,0,0,0,1,80,-,61.821
-,Lehigh,Football,2021,0,0,0,1,80,-,61.821
-,Lindenwood University,Football,2021,0,0,0,1,80,-,61.821
-,East Stroudsburg,Football,2021,0,0,0,1,80,-,61.821
-,Dayton,Football,2021,0,0,0,1,80,-,61.821
-,Dakota State University,Football,2021,0,0,0,1,80,-,61.821
-,Davenport,Football,2021,0,0,0,1,80,-,61.821
-,Dickinson State University,Football,2021,0,0,0,1,80,-,61.821
-,Eastern Oregon University,Football,2021,0,0,0,1,80,-,61.821
-,Delaware State,Football,2021,0,0,0,1,80,-,61.821
-,Saint Francis (PA),Football,2021,0,0,0,1,80,-,61.821
-,Northwestern State,Football,2021,0,0,0,1,80,-,61.821
-,Tarleton State,Football,2021,0,0,0,1,80,-,61.821
-,Stonehill College,Football,2021,0,0,0,1,80,-,61.821
-,Stony Brook,Football,2021,0,0,0,1,80,-,61.821
-,Michigan Tech,Football,2021,0,0,0,1,80,-,61.821
-,St. Thomas,Football,2021,0,0,0,1,80,-,61.821
-,Southwest Minnesota State,Football,2021,0,0,0,1,80,-,61.821
-,Marian,Football,2021,0,0,0,1,80,-,61.821
-,Stetson,Football,2021,0,0,0,1,80,-,61.821
-,Slippery Rock,Football,2021,0,0,0,1,80,-,61.821
1,Duke,Basketball,2026,3,1,0,4,96.69,$1.1M,98.315
2,Arkansas,Basketball,2026,1,2,0,3,97.85,$914K,97.852
3,USC,Basketball,2026,1,2,0,3,97.8,$951K,97.797
4,Arizona,Basketball,2026,1,1,0,2,97.17,$835K,96.349
5,Alabama,Basketball,2026,0,3,0,3,95.91,$344K,95.906
6,Michigan State,Basketball,2026,0,4,0,4,95.1,$235K,95.884
7,Missouri,Basketball,2026,1,2,0,3,95.62,$553K,95.62
8,Houston,Basketball,2026,0,2,0,2,96.41,$479K,95.589
9,Connecticut,Basketball,2026,0,2,0,2,96.14,$355K,95.321
