Combined Football & Basketball Recruiting Rankings (2021-2026),,,,,,,,,,
Rank,Team,Sport,Year,5-Star,4-Star,3-Star,Total Commits,Avg Rating,Avg NIL,Score
225,Cal State Northridge,Basketball,2022,0,0,0,1,80,-,73.311
226,Cal State Fullerton,Basketball,2022,0,0,0,1,80,-,73.311
227,Wagner,Basketball,2022,0,0,0,1,80,-,73.311
228,Belmont,Basketball,2022,0,0,0,1,80,$114K,73.311
229,Valparaiso,Basketball,2022,0,0,0,1,80,-,73.311
230,UNLV,Basketball,2022,0,0,0,1,80,$459K,73.311
231,Weber State,Basketball,2022,0,0,0,1,80,-,73.311
232,Temple,Basketball,2022,0,0,0,1,80,-,73.311
233,UAB,Basketball,2022,0,0,0,1,80,$13.8K,73.311
234,Charleston Southern,Basketball,2022,0,0,0,1,80,-,73.311
235,UTRGV,Basketball,2022,0,0,0,1,80,-,73.311
236,UMBC,Basketball,2022,0,0,0,1,80,-,73.311
237,Toledo,Basketball,2022,0,0,0,1,80,$7.6K,73.311
238,UC Riverside,Basketball,2022,0,0,0,1,80,-,73.311
239,UC Davis,Basketball,2022,0,0,0,1,80,-,73.311
240,Colgate,Basketball,2022,0,0,0,1,80,-,73.311
241,Central Michigan,Basketball,2022,0,0,0,1,80,$33K,73.311
1,Kentucky,Basketball,2021,3,1,0,4,98.27,$23K,98.863
2,Duke,Basketball,2021,1,3,0,4,96.86,$12K,98.6
3,Gonzaga,Basketball,2021,2,2,0,4,97.71,$16.4K,98.511
4,Memphis,Basketball,2021,2,1,0,6,89.17,$18.2K,98.332
5,Michigan,Basketball,2021,2,4,0,6,94.32,$19.5K,97.883
6,Tennessee,Basketball,2021,1,3,0,7,89.68,$35K,97.592
7,UCLA,Basketball,2021,1,1,0,2,97.17,$20K,96.349
8,Michigan State,Basketball,2021,1,2,0,3,96.28,$19.1K,96.28
9,Baylor,Basketball,2021,1,2,0,3,95.99,$11.5K,95.986
10,Wisconsin-Milwaukee,Basketball,2021,1,0,0,1,99.37,-,95.598
11,Auburn,Basketball,2021,1,0,0,1,99.35,-,95.578
12,Connecticut,Basketball,2021,0,5,0,5,93.29,$130K,95.186
13,Alabama,Basketball,2021,1,2,0,3,95.12,$21K,95.122
14,Florida State,Basketball,2021,0,3,0,5,88.93,$13.6K,94.877
15,Creighton,Basketball,2021,0,5,0,5,93.03,$16K,94.796
16,Indiana,Basketball,2021,0,2,0,2,95.37,$10.4K,94.556
17,Kansas,Basketball,2021,0,3,0,4,90.32,$22K,93.762
18,LSU,Basketball,2021,0,3,0,5,88.04,$13.5K,93.402
19,Syracuse,Basketball,2021,0,1,0,1,97.07,$10.8K,93.297
20,Maryland,Basketball,2021,0,2,0,2,93.94,$18K,93.121
21,Texas,Basketball,2021,0,1,0,1,96.81,-,93.036
22,Iowa State,Basketball,2021,0,1,0,1,96.46,$21K,92.688
23,North Carolina,Basketball,2021,0,3,0,3,92.23,$16.9K,92.225
24,Stanford,Basketball,2021,0,2,0,4,88.09,$43K,90.793
25,Illinois,Basketball,2021,0,3,0,3,90.77,$21K,90.771
26,Marquette,Basketball,2021,0,3,0,5,86.38,$9.4K,90.635
27,Purdue,Basketball,2021,0,2,0,3,90.36,$16.6K,90.359
28,Nebraska,Basketball,2021,0,3,0,5,85.96,$15K,89.93
29,Ohio State,Basketball,2021,0,2,0,2,90.53,$23K,89.708
30,Villanova,Basketball,2021,0,2,0,3,89.45,$10.2K,89.454
31,Colorado,Basketball,2021,0,2,0,5,85.65,$11.2K,89.409
32,Louisville,Basketball,2021,0,2,0,4,86.89,$17K,89.18
33,NC State,Basketball,2021,0,2,0,3,89.17,$12.8K,89.171
34,Georgia Tech,Basketball,2021,0,2,0,3,89.05,$13.7K,89.052
35,Arkansas,Basketball,2021,0,1,0,1,92.14,$17.4K,88.366
36,Oregon,Basketball,2021,0,1,0,2,88.89,$16.6K,88.069
37,Miami,Basketball,2021,0,2,0,3,87.42,$12.5K,87.416
38,Wisconsin,Basketball,2021,0,4,0,4,87.07,$13.3K,87.354
39,Washington State,Basketball,2021,0,1,0,2,87.89,$14K,87.076
40,Georgetown,Basketball,2021,0,1,0,5,83.51,$13.6K,85.852
41,Arizona,Basketball,2021,0,1,0,2,86.62,$8.5K,85.802
42,Samford,Basketball,2021,0,1,0,1,89.52,$7.9K,85.752
43,Texas A&M,Basketball,2021,0,1,0,3,85.57,$24K,85.571
44,Florida,Basketball,2021,0,1,0,3,85.48,$42K,85.482
45,Notre Dame,Basketball,2021,0,1,0,2,86.13,$9.5K,85.31
46,Dayton,Basketball,2021,0,1,0,4,83.93,$15.3K,85.237
47,Western Kentucky,Basketball,2021,0,1,0,3,84.9,$52K,84.897
48,USC,Basketball,2021,0,1,0,3,84.58,$15.4K,84.576
49,Northwestern,Basketball,2021,0,2,0,3,84.53,$6.3K,84.527
50,Washington,Basketball,2021,0,1,0,3,84.52,$8.7K,84.522
51,Oklahoma,Basketball,2021,0,1,0,5,82.69,$16.9K,84.484
52,South Carolina,Basketball,2021,0,1,0,3,84.44,$14.5K,84.438
53,Arizona State,Basketball,2021,0,1,0,6,82.2,$12.3K,84.402
54,Houston,Basketball,2021,0,1,0,4,82.98,$117K,83.977
55,Virginia,Basketball,2021,0,1,0,2,84.76,$16.7K,83.943
56,Wake Forest,Basketball,2021,0,1,0,4,82.17,$11.8K,82.898
57,Pepperdine,Basketball,2021,0,2,0,3,82.83,$17.4K,82.832
58,Nevada,Basketball,2021,0,0,2,2,82.96,$7.9K,82.144
59,West Virginia,Basketball,2021,0,1,0,4,81.41,$6.1K,81.875
60,Mississippi State,Basketball,2021,0,1,0,3,81.7,$14.3K,81.7
61,Iowa,Basketball,2021,0,1,0,2,82.34,$17.4K,81.522
62,Wyoming,Basketball,2021,0,1,0,4,80.95,$8.5K,81.267
63,Oregon State,Basketball,2021,0,1,0,2,82.01,$15.4K,81.195
64,Santa Clara,Basketball,2021,0,0,1,5,80.52,$6.4K,80.867
65,Boise State,Basketball,2021,0,0,1,2,81.65,-,80.832
66,Old Dominion,Basketball,2021,0,0,1,3,80.62,-,80.617
67,Air Force,Basketball,2021,0,0,0,4,80,-,80
68,Richmond,Basketball,2021,0,0,0,4,80,$8K,80
69,Harvard,Basketball,2021,0,0,0,3,80,-,80
70,Princeton,Basketball,2021,0,0,0,3,80,-,80
71,Ole Miss,Basketball,2021,0,0,0,4,80,$19.2K,80
72,North Texas,Basketball,2021,0,0,0,5,80,$14.2K,80
73,North Dakota,Basketball,2021,0,0,0,3,80,-,80
74,La Salle,Basketball,2021,0,0,0,3,80,$41K,80
75,Louisiana Tech,Basketball,2021,0,0,0,3,80,-,80
76,Liberty,Basketball,2021,0,0,0,4,80,$7.3K,80
77,Duquesne,Basketball,2021,0,0,0,3,80,$17.4K,80
78,East Carolina,Basketball,2021,0,0,0,6,80,$11K,80
79,DePaul,Basketball,2021,0,0,0,4,80,$54K,80
80,San Diego,Basketball,2021,0,0,0,3,80,-,80
81,St. John's,Basketball,2021,0,0,0,3,80,$7.9K,80
82,Middle Tennessee State,Basketball,2021,0,0,0,4,80,$7.4K,80
83,Marshall,Basketball,2021,0,0,0,4,80,-,80
84,SMU,Basketball,2021,0,0,0,4,80,$462K,80
85,New Mexico,Basketball,2021,0,0,0,3,80,-,80
86,Seton Hall,Basketball,2021,0,0,0,3,80,$12.8K,80
87,Missouri,Basketball,2021,0,0,0,5,80,$18.9K,80
88,Georgia State,Basketball,2021,0,0,0,4,80,$14.2K,80
89,Georgia Southern,Basketball,2021,0,0,0,4,80,-,80
90,Georgia,Basketball,2021,0,0,0,5,80,$12.4K,80
91,George Mason,Basketball,2021,0,0,0,4,80,-,80
92,UTSA,Basketball,2021,0,0,0,5,80,$9.3K,80
93,VCU,Basketball,2021,0,0,0,3,80,$16.4K,80
94,California,Basketball,2021,0,0,0,3,80,-,80
95,Buffalo,Basketball,2021,0,0,0,3,80,$11K,80
96,Vanderbilt,Basketball,2021,0,0,0,3,80,$8.3K,80
97,Butler,Basketball,2021,0,0,0,4,80,$8.3K,80
98,Valparaiso,Basketball,2021,0,0,0,3,80,-,80
99,BYU,Basketball,2021,0,0,0,3,80,$12.9K,80
100,Clemson,Basketball,2021,0,0,0,3,80,$18.4K,80
101,Tulsa,Basketball,2021,0,0,0,3,80,-,80
102,UCF,Basketball,2021,0,0,0,3,80,-,80
103,Appalachian State,Basketball,2021,0,0,0,2,80,-,79.182
104,Wichita State,Basketball,2021,0,0,0,2,80,-,79.182
105,Xavier,Basketball,2021,0,0,0,2,80,$7.5K,79.182
106,William & Mary,Basketball,2021,0,0,0,2,80,-,79.182
107,Yale,Basketball,2021,0,0,0,2,80,-,79.182
108,Pittsburgh,Basketball,2021,0,0,0,2,80,$8.5K,79.182
109,Rice,Basketball,2021,0,0,0,2,80,-,79.182
110,Kansas State,Basketball,2021,0,0,0,2,80,$12.1K,79.182
111,Portland,Basketball,2021,0,0,0,2,80,-,79.182
112,Providence,Basketball,2021,0,0,0,2,80,$119K,79.182
113,North Carolina A&T,Basketball,2021,0,0,0,2,80,-,79.182
114,Northern Iowa,Basketball,2021,0,0,0,2,80,-,79.182
115,Louisiana,Basketball,2021,0,0,0,2,80,$9.1K,79.182
116,Loyola Marymount,Basketball,2021,0,0,0,2,80,-,79.182
117,McNeese State,Basketball,2021,0,0,0,2,80,-,79.182
118,Minnesota,Basketball,2021,0,0,0,2,80,$15.6K,79.182
119,South Alabama,Basketball,2021,0,0,0,2,80,$12.3K,79.182
120,Florida Atlantic,Basketball,2021,0,0,0,2,80,$10.3K,79.182
121,George Washington,Basketball,2021,0,0,0,2,80,$9.2K,79.182
122,Virginia Tech,Basketball,2021,0,0,0,2,80,$11.8K,79.182
123,Boston College,Basketball,2021,0,0,0,2,80,$9.1K,79.182
124,Belmont,Basketball,2021,0,0,0,2,80,-,79.182
125,Temple,Basketball,2021,0,0,0,2,80,$9K,79.182
126,Charlotte,Basketball,2021,0,0,0,2,80,-,79.182
127,UNC Wilmington,Basketball,2021,0,0,0,2,80,$20K,79.182
128,UC Santa Barbara,Basketball,2021,0,0,0,2,80,-,79.182
129,Tennessee State,Basketball,2021,0,0,0,2,80,$99K,79.182
130,Colorado State,Basketball,2021,0,0,0,2,80,-,79.182
131,UNLV,Basketball,2021,0,0,1,1,82.9,$24K,79.13
132,Albany,Basketball,2021,0,0,0,1,80,-,76.23
133,Akron,Basketball,2021,0,0,0,1,80,-,76.23
134,Army,Basketball,2021,0,0,0,1,80,-,76.23
135,Bellarmine,Basketball,2021,0,0,0,1,80,-,76.23
136,Austin Peay,Basketball,2021,0,0,0,1,80,-,76.23
137,Arkansas-Little Rock,Basketball,2021,0,0,0,1,80,-,76.23
138,Ball State,Basketball,2021,0,0,0,1,80,-,76.23
139,Wisconsin-Green Bay,Basketball,2021,0,0,0,1,80,-,76.23
140,Western Carolina,Basketball,2021,0,0,0,1,80,$8K,76.23
141,Youngstown State,Basketball,2021,0,0,0,1,80,-,76.23
142,Wright State,Basketball,2021,0,0,0,1,80,-,76.23
143,Western Michigan,Basketball,2021,0,0,0,1,80,-,76.23
144,Penn State,Basketball,2021,0,0,0,1,80,-,76.23
145,UIC,Basketball,2021,0,0,0,1,80,$17.1K,76.23
146,James Madison,Basketball,2021,0,0,0,1,80,-,76.23
147,Rutgers,Basketball,2021,0,0,0,1,80,-,76.23
148,Iona,Basketball,2021,0,0,0,1,80,-,76.23
149,Hofstra,Basketball,2021,0,0,0,1,80,-,76.23
150,Professional,Basketball,2021,0,0,0,1,80,-,76.23
151,Hawaii,Basketball,2021,0,0,0,1,80,-,76.23
152,Purdue Fort Wayne,Basketball,2021,0,0,0,1,80,-,76.23
153,Indiana State,Basketball,2021,0,0,0,1,80,-,76.23
154,Rhode Island,Basketball,2021,0,0,0,1,80,-,76.23
155,Ohio,Basketball,2021,0,0,0,1,80,$8.2K,76.23
156,North Central College,Basketball,2021,0,0,0,1,80,-,76.23
157,Oakland,Basketball,2021,0,0,0,1,80,-,76.23
158,Oral Roberts,Basketball,2021,0,0,0,1,80,-,76.23
159,Northern Kentucky,Basketball,2021,0,0,0,1,80,-,76.23
160,Northern Colorado,Basketball,2021,0,0,0,1,80,-,76.23
161,Lehigh,Basketball,2021,0,0,0,1,80,-,76.23
162,Kent State,Basketball,2021,0,0,0,1,80,$8.9K,76.23
163,Loyola Chicago,Basketball,2021,0,0,0,1,80,-,76.23
164,Elon,Basketball,2021,0,0,0,1,80,-,76.23
165,Davidson,Basketball,2021,0,0,0,1,80,-,76.23
166,Eastern Washington,Basketball,2021,0,0,0,1,80,-,76.23
167,Eastern Michigan,Basketball,2021,0,0,0,1,80,$9.1K,76.23
168,Evansville,Basketball,2021,0,0,0,1,80,-,76.23
169,Dartmouth,Basketball,2021,0,0,0,1,80,-,76.23
170,Saint Joseph's,Basketball,2021,0,0,0,1,80,-,76.23
171,Sam Houston State,Basketball,2021,0,0,0,1,80,-,76.23
172,Southern Illinois,Basketball,2021,0,0,0,1,80,-,76.23
173,Massachusetts,Basketball,2021,0,0,0,1,80,-,76.23
174,San Diego State,Basketball,2021,0,0,0,1,80,$11K,76.23
175,San Francisco,Basketball,2021,0,0,0,1,80,-,76.23
176,Saint Mary's,Basketball,2021,0,0,0,1,80,-,76.23
177,San Jose State,Basketball,2021,0,0,0,1,80,-,76.23
178,St. John Fisher,Basketball,2021,0,0,0,1,80,$36K,76.23
179,St. Bonaventure,Basketball,2021,0,0,0,1,80,-,76.23
180,Stetson,Basketball,2021,0,0,0,1,80,-,76.23
181,St. Thomas,Basketball,2021,0,0,0,1,80,-,76.23
182,Mount St. Mary's,Basketball,2021,0,0,0,1,80,-,76.23
183,South Dakota State,Basketball,2021,0,0,0,1,80,$19.1K,76.23
184,South Dakota,Basketball,2021,0,0,0,1,80,-,76.23
185,New Mexico State,Basketball,2021,0,0,0,1,80,-,76.23
186,Montana State,Basketball,2021,0,0,0,1,80,-,76.23
187,Furman,Basketball,2021,0,0,0,1,80,-,76.23
188,Fresno State,Basketball,2021,0,0,0,1,80,-,76.23
189,Grand Canyon,Basketball,2021,0,0,0,1,80,-,76.23
190,FIU,Basketball,2021,0,0,0,1,80,$7.1K,76.23
191,Bucknell,Basketball,2021,0,0,0,1,80,-,76.23
192,Bradley,Basketball,2021,0,0,0,1,80,$9.9K,76.23
193,VMI,Basketball,2021,0,0,0,1,80,-,76.23
194,Boston University,Basketball,2021,0,0,0,1,80,-,76.23
195,USF,Basketball,2021,0,0,0,1,80,-,76.23
196,Utah Valley,Basketball,2021,0,0,0,1,80,-,76.23
197,Utah,Basketball,2021,0,0,0,1,80,$11.4K,76.23
198,Utah State,Basketball,2021,0,0,0,1,80,-,76.23
199,Brown,Basketball,2021,0,0,0,1,80,$8.7K,76.23
200,The Citadel,Basketball,2021,0,0,0,1,80,-,76.23
201,Coastal Carolina,Basketball,2021,0,0,0,1,80,-,76.23
202,TCU,Basketball,2021,0,0,0,1,80,$9.3K,76.23
203,Texas Southern,Basketball,2021,0,0,0,1,80,$788K,76.23
204,Toledo,Basketball,2021,0,0,0,1,80,$8.4K,76.23
205,Columbia,Basketball,2021,0,0,0,1,80,-,76.23
206,Central Michigan,Basketball,2021,0,0,0,1,80,$221K,76.23
207,Concordia,Basketball,2021,0,0,0,1,80,-,76.23
208,UC San Diego,Basketball,2021,0,0,0,1,80,-,76.23
